variant,ticker,trade_date,open,high,low,close,volume,key_level,stop_price,actual_entry_open,actual_ret_10d_net,actual_ret_10d_stop_net,actual_stop_hit_10d
tradable_filter,2305,2025-11-05,10.1,10.25,10.0,10.25,342369,10.15,9.95,10.3,-0.010704368932038945,-0.010704368932038945,False
tradable_filter,2312,2026-03-09,21.75,22.35,21.55,22.3,15657163,22.05,21.44225,23.45,-0.03570074626865669,-0.03570074626865669,False
tradable_filter,2314,2026-04-10,11.3,13.65,11.3,13.65,2263900,12.45,11.243500000000001,12.3,0.2583776422764227,0.2583776422764227,False
tradable_filter,2316,2025-04-11,31.5,33.4,30.0,33.25,1182165,30.3,29.85,34.0,0.1073852941176471,0.1073852941176471,False
tradable_filter,2316,2025-11-21,90.0,91.3,87.7,89.0,2898414,88.4,87.2615,90.1,0.14842302996670367,0.14842302996670367,False
tradable_filter,2317,2026-03-09,208.0,212.5,206.0,210.5,93407607,210.5,204.97,216.0,-0.09844259259259255,-0.05691481481481484,True
tradable_filter,2317,2026-03-24,198.5,199.5,194.0,195.0,56280296,195.0,193.03,200.0,-0.00585,-0.04070000000000005,True
tradable_filter,2328,2025-04-11,33.95,35.55,33.95,35.2,38114484,34.3,33.78025,37.0,-0.05179594594594603,-0.09287027027027026,True
tradable_filter,2338,2025-04-11,28.85,30.6,28.5,30.35,2504872,28.8,28.357499999999998,31.25,-0.04585000000000004,-0.09841000000000008,True
tradable_filter,2340,2026-03-09,24.25,24.6,24.0,24.55,2242157,24.2,23.88,25.1,0.12562410358565726,0.12562410358565726,False
tradable_filter,2342,2026-03-09,28.6,28.7,27.65,28.65,1376055,28.0,27.51175,29.5,0.04499745762711873,0.04499745762711873,False
tradable_filter,2348,2025-06-09,114.5,115.5,110.5,112.5,3144886,112.5,109.9475,113.0,-0.14036327433628323,-0.03286327433628309,True
tradable_filter,2348,2025-07-21,88.5,89.5,88.2,88.6,466275,88.3,87.759,88.8,0.024555405405405482,-0.01757297297297298,True
tradable_filter,2351,2025-04-11,61.1,66.7,61.1,66.4,2922098,61.7,60.7945,67.3,0.058043016344725105,0.058043016344725105,False
tradable_filter,2352,2026-03-09,23.0,23.3,22.55,23.2,6365334,23.05,22.437250000000002,23.0,0.024584782608695697,0.024584782608695697,False
tradable_filter,2357,2025-11-19,565.0,578.0,562.0,566.0,4407340,563.0,559.1899999999999,581.0,0.05439096385542177,-0.0433887263339072,True
tradable_filter,2357,2025-11-21,559.0,583.0,557.0,573.0,5705448,562.0,554.215,580.0,0.04415000000000004,0.04415000000000004,False
tradable_filter,2359,2025-04-11,111.0,112.5,105.0,111.0,5070714,106.0,104.475,116.0,0.020012068965517348,0.020012068965517348,False
tradable_filter,2363,2025-04-11,41.5,45.75,39.2,45.75,9838403,39.3,39.004000000000005,48.0,-0.003766666666666563,-0.003766666666666563,False
tradable_filter,2363,2026-03-09,45.75,47.4,45.65,47.0,3900735,46.05,45.421749999999996,49.5,-0.013930808080808023,-0.013930808080808023,False
tradable_filter,2364,2025-08-29,78.6,78.8,77.0,77.5,623335,77.5,76.615,78.0,0.0467141025641026,-0.023606410256410283,True
tradable_filter,2365,2025-04-11,27.9,29.75,27.1,29.7,4172521,27.4,26.9645,30.45,0.018780541871921262,0.018780541871921262,False
tradable_filter,2367,2025-11-21,23.6,23.65,22.95,23.05,4128537,23.05,22.83525,23.2,0.0372534482758621,0.0372534482758621,False
tradable_filter,2371,2025-12-18,30.25,30.85,30.0,30.75,30329201,30.2,29.85,30.55,-0.023853273322422243,-0.023853273322422243,False
tradable_filter,2374,2025-04-11,38.5,41.3,37.25,41.0,6339098,37.6,37.06375,42.6,0.029361267605633755,0.029361267605633755,False
tradable_filter,2374,2025-11-21,78.2,79.2,76.1,76.5,7430408,76.3,75.7195,77.2,0.04984948186528495,-0.02502746113989649,True
tradable_filter,2375,2026-03-24,78.9,79.6,75.6,76.9,695325,76.8,75.222,78.8,-0.017271319796954156,-0.0512560913705584,True
tradable_filter,2376,2025-04-11,180.5,202.0,180.0,202.0,9951231,181.0,179.1,215.0,0.0685686046511628,0.0685686046511628,False
tradable_filter,2376,2025-11-21,240.5,243.5,238.5,239.5,5428212,239.5,237.3075,246.0,-0.013980081300813053,-0.013980081300813053,False
tradable_filter,2376,2026-03-09,209.5,215.0,206.5,215.0,7607786,214.0,205.4675,221.0,0.04618619909502266,0.04618619909502266,False
tradable_filter,2377,2025-04-11,122.5,128.0,122.0,127.0,16014651,123.5,121.39,133.5,0.016621910112359604,0.016621910112359604,False
tradable_filter,2377,2025-08-26,135.0,136.0,132.5,134.5,5144793,133.5,131.8375,136.5,-0.05713205128205132,-0.04000750915750915,True
tradable_filter,2377,2025-11-05,102.5,103.5,101.0,103.5,8919286,103.5,100.495,104.5,-0.034558133971291906,-0.034558133971291906,False
tradable_filter,2377,2026-02-02,89.0,92.9,89.0,90.8,9429238,90.0,88.55499999999999,91.3,0.0040076122672509035,-0.0359157174151151,True
tradable_filter,2387,2025-06-25,45.95,46.3,45.9,46.1,858056,45.95,45.6705,45.4,-0.004748678414096741,0.00010814977973563292,True
tradable_filter,2388,2025-04-11,58.5,65.6,58.0,65.6,5876358,58.1,57.71,67.5,0.046001851851851815,0.046001851851851815,False
tradable_filter,2393,2025-08-06,68.2,68.8,67.7,68.4,2039449,68.1,67.3615,69.0,-0.026139855072463837,-0.029596376811594084,True
tradable_filter,2393,2025-11-24,51.5,51.9,50.2,50.6,2723549,50.5,49.949000000000005,51.0,-0.003889215686274517,-0.003889215686274517,False
tradable_filter,2402,2025-04-11,30.75,32.6,28.5,32.5,3438025,28.65,28.357499999999998,33.2,0.049872891566264864,0.049872891566264864,False
tradable_next_close_confirm,1210,2025-08-12,54.3,55.0,54.1,54.5,4079916,54.3,53.8295,54.5,-0.022363761467889855,-0.018152752293577913,True
tradable_next_close_confirm,1231,2025-11-14,93.8,94.9,92.3,94.9,1112668,93.0,91.8385,97.0,0.023015979381443195,0.023015979381443195,False
tradable_next_close_confirm,1303,2025-06-23,27.15,27.35,26.3,27.1,54667236,26.8,26.1685,27.85,0.0013313285457809071,0.0013313285457809071,False
tradable_next_close_confirm,1303,2025-07-11,27.05,27.1,26.25,26.65,18654663,26.3,26.11875,27.35,0.34698363802559407,0.34698363802559407,False
tradable_next_close_confirm,1305,2025-11-24,10.6,10.6,10.35,10.5,869433,10.4,10.29825,10.4,0.09511153846153833,0.09511153846153833,False
tradable_next_close_confirm,1307,2025-04-11,34.05,34.7,32.05,34.6,2591978,32.4,31.889749999999996,35.85,0.020649302649930056,0.020649302649930056,False
tradable_next_close_confirm,1319,2025-06-23,99.0,100.0,97.9,100.0,5145023,98.2,97.4105,100.5,-0.07351169154228851,-0.036591293532338344,True
tradable_next_close_confirm,1476,2025-04-11,332.0,353.5,320.0,353.5,3863975,320.5,318.4,370.0,0.048204054054053945,0.048204054054053945,False
tradable_next_close_confirm,1477,2025-04-11,250.0,256.5,229.0,256.0,5682496,231.0,227.855,272.0,0.03642941176470584,0.03642941176470584,False
tradable_next_close_confirm,1503,2025-11-19,164.0,167.0,160.5,162.5,2150596,161.0,159.6975,164.5,0.0032685410334346793,0.0032685410334346793,False
tradable_next_close_confirm,1519,2025-04-11,321.0,383.5,320.0,383.0,6052169,321.5,318.4,393.0,0.02595661577608146,0.02595661577608146,False
tradable_next_close_confirm,1528,2025-04-11,11.35,12.25,11.15,12.15,3267143,11.2,11.09425,12.45,-0.013882128514056215,-0.013882128514056215,False
tradable_next_close_confirm,1536,2025-04-11,48.9,51.5,46.5,51.5,9507255,47.25,46.2675,55.4,0.06274205776173294,0.06274205776173294,False
tradable_next_close_confirm,1536,2025-11-05,57.1,57.7,56.0,57.1,1278435,56.9,55.72,57.8,-0.01104031141868509,-0.04183615916955017,True
tradable_next_close_confirm,1569,2026-01-13,50.1,50.3,48.6,49.9,1484910,49.7,48.357,50.6,0.08901166007905129,0.08901166007905129,False
tradable_next_close_confirm,1582,2025-04-11,71.3,73.8,69.4,73.7,2409379,70.8,69.05300000000001,77.0,0.026617532467532533,0.026617532467532533,False
tradable_next_close_confirm,1609,2025-04-11,31.0,33.3,29.0,33.25,8938633,29.1,28.855,33.8,0.032611538461538546,0.032611538461538546,False
tradable_next_close_confirm,1609,2026-02-06,38.0,38.0,36.7,37.65,7490059,37.05,36.5165,37.95,0.0046901844532277965,0.0046901844532277965,False
tradable_next_close_confirm,1612,2025-11-10,38.0,38.1,35.25,35.45,6228412,35.45,35.07375,36.2,-0.04038038674033149,-0.03696187845303887,True
tradable_next_close_confirm,1616,2025-11-11,30.9,31.1,30.2,30.3,1784522,30.25,30.049,31.0,-0.03649516129032258,-0.0365274193548387,True
tradable_next_close_confirm,1623,2026-03-05,211.5,217.5,199.0,203.5,404648,200.0,198.005,190.0,0.04678157894736836,0.03628157894736841,True
tradable_next_close_confirm,1713,2025-08-12,44.2,45.05,43.5,44.7,560313,44.0,43.2825,45.8,0.1600888646288209,0.1600888646288209,False
tradable_next_close_confirm,1736,2025-04-11,165.0,181.5,157.5,179.5,2937581,158.0,156.7125,181.0,-0.044524033149171284,-0.044524033149171284,False
tradable_next_close_confirm,1736,2025-05-09,165.5,167.0,155.0,161.0,1354264,157.5,154.225,169.5,-0.13269365781710915,-0.09596799410029497,True
tradable_next_close_confirm,1785,2025-04-11,46.3,48.6,46.3,48.6,14229051,46.75,46.0685,49.95,0.05120705705705699,0.05120705705705699,False
tradable_next_close_confirm,1786,2025-04-11,89.5,91.2,83.5,90.0,2106883,83.9,83.0825,92.0,0.013715217391304345,0.013715217391304345,False
tradable_next_close_confirm,1786,2025-11-14,74.6,75.4,72.8,74.4,1328615,74.3,72.43599999999999,77.9,0.027526123234916565,0.027526123234916565,False
tradable_next_close_confirm,1815,2025-04-11,22.25,25.25,22.2,25.25,41718136,22.45,22.089,26.6,0.05430037593984962,0.05430037593984962,False
tradable_next_close_confirm,1907,2026-03-05,24.25,24.35,23.95,24.15,1256845,24.05,23.83025,23.9,-0.001665899581590003,-0.001665899581590003,False
tradable_next_close_confirm,2009,2025-04-11,31.65,33.0,29.6,33.0,3830882,29.9,29.452,34.6,-0.041977167630057856,-0.041977167630057856,False
tradable_next_close_confirm,2009,2026-03-09,41.3,41.5,39.9,41.4,2398154,41.15,39.7005,43.6,-0.08153807339449545,-0.08153807339449545,False
tradable_next_close_confirm,2014,2025-04-22,15.35,15.7,15.2,15.55,4734315,15.3,15.123999999999999,16.3,0.00028496932515333865,0.00028496932515333865,False
tradable_next_close_confirm,2027,2025-05-09,40.0,40.0,38.5,38.95,31774879,38.7,38.3075,39.95,-0.08344699624530669,-0.04696389236545693,True
tradable_next_close_confirm,2049,2025-04-11,180.0,191.0,177.0,191.0,11640947,179.0,176.115,198.0,0.016877272727272706,0.016877272727272706,False
tradable_next_close_confirm,2049,2025-11-19,186.5,190.0,185.0,186.5,2437772,186.0,184.075,184.5,0.05648062330623307,-0.008153523035230405,True
tradable_next_close_confirm,2059,2026-01-06,3225.0,3310.0,3160.0,3205.0,1251609,3200.0,3144.2,3265.0,0.07225107197549777,0.07225107197549777,False
tradable_next_close_confirm,2059,2026-02-03,3160.0,3170.0,3045.0,3105.0,1158091,3050.0,3029.775,3110.0,0.09382845659163977,-0.031645819935691245,True
tradable_next_close_confirm,2072,2026-03-30,180.5,185.0,177.5,184.5,693109,180.5,176.6125,186.0,-0.011226344086021502,-0.05632043010752683,True
tradable_next_close_confirm,2102,2026-03-09,18.7,18.9,18.3,18.5,1106231,18.4,18.2085,18.5,0.02387972972972987,0.02387972972972987,False
tradable_next_close_confirm,2105,2025-10-21,33.45,33.55,33.0,33.2,6502173,33.05,32.835,33.35,-0.03883350824587715,-0.021292278860569704,True
tradable_next_close_confirm,2236,2025-10-20,83.1,90.6,82.2,89.3,1607696,83.1,81.789,92.0,-0.04715434782608694,-0.04715434782608694,False
tradable_next_close_confirm,2241,2025-04-11,21.0,23.25,20.95,22.75,740606,21.15,20.84525,23.25,0.052214516129032294,0.052214516129032294,False
tradable_next_close_confirm,2241,2026-01-26,34.0,34.05,33.3,33.55,502556,33.55,33.1335,33.5,-0.10435746268656718,-0.0167902985074627,True
tradable_next_close_confirm,2301,2026-03-09,147.0,150.0,146.0,149.0,21883775,148.0,145.27,157.5,-0.03442142857142858,-0.03442142857142858,False
tradable_next_close_confirm,2302,2026-03-09,17.5,17.5,16.65,16.9,961729,16.8,16.56675,17.8,0.027857865168539185,0.027857865168539185,False
tradable_next_close_confirm,2305,2025-11-05,10.1,10.25,10.0,10.25,342369,10.15,9.95,10.25,0.0039060975609756183,0.0039060975609756183,False
tradable_next_close_confirm,2312,2026-03-09,21.75,22.35,21.55,22.3,15657163,22.05,21.44225,23.6,-0.05457881355932213,-0.05457881355932213,False
tradable_next_close_confirm,2314,2026-04-10,11.3,13.65,11.3,13.65,2263900,12.45,11.243500000000001,13.95,0.037160752688172226,0.037160752688172226,False
tradable_next_close_confirm,2316,2025-04-11,31.5,33.4,30.0,33.25,1182165,30.3,29.85,34.0,0.11032647058823533,0.11032647058823533,False
tradable_next_close_confirm,2316,2025-11-21,90.0,91.3,87.7,89.0,2898414,88.4,87.2615,90.4,0.1777783185840708,0.1777783185840708,False
tradable_next_close_confirm,2317,2026-03-24,198.5,199.5,194.0,195.0,56280296,195.0,193.03,202.5,-0.01572654320987652,-0.05261543209876538,True
tradable_next_close_confirm,2328,2025-04-11,33.95,35.55,33.95,35.2,38114484,34.3,33.78025,37.65,-0.05233074369189903,-0.1086322045152722,True
tradable_next_close_confirm,2338,2025-04-11,28.85,30.6,28.5,30.35,2504872,28.8,28.357499999999998,31.45,-0.020158426073131987,-0.10418068362480135,True
tradable_next_close_confirm,2340,2026-03-09,24.25,24.6,24.0,24.55,2242157,24.2,23.88,24.8,0.12721451612903226,0.12721451612903226,False
tradable_next_close_confirm,2342,2026-03-09,28.6,28.7,27.65,28.65,1376055,28.0,27.51175,30.2,0.0239513245033113,0.0239513245033113,False
tradable_next_close_confirm,2348,2025-06-09,114.5,115.5,110.5,112.5,3144886,112.5,109.9475,116.5,-0.15692296137339054,-0.06209463519313305,True
tradable_next_close_confirm,2351,2025-04-11,61.1,66.7,61.1,66.4,2922098,61.7,60.7945,69.7,0.03575688665710177,0.03575688665710177,False
tradable_next_close_confirm,2357,2025-11-19,565.0,578.0,562.0,566.0,4407340,563.0,559.1899999999999,559.0,0.08001762075134158,-0.005510107334526149,True
tradable_next_close_confirm,2357,2025-11-21,559.0,583.0,557.0,573.0,5705448,562.0,554.215,589.0,0.016221307300509434,0.016221307300509434,False
tradable_next_close_confirm,2359,2025-04-11,111.0,112.5,105.0,111.0,5070714,106.0,104.475,118.0,-0.0016127118644067911,-0.0016127118644067911,False
tradable_next_close_confirm,2363,2025-04-11,41.5,45.75,39.2,45.75,9838403,39.3,39.004000000000005,47.0,0.03670319148936176,0.03670319148936176,False
tradable_next_close_confirm,2363,2026-03-09,45.75,47.4,45.65,47.0,3900735,46.05,45.421749999999996,50.7,-0.04135295857988173,-0.04135295857988173,False
tradable_next_close_confirm,2365,2025-04-11,27.9,29.75,27.1,29.7,4172521,27.4,26.9645,30.8,0.02824090909090917,0.02824090909090917,False
tradable_next_close_confirm,2371,2025-12-18,30.25,30.85,30.0,30.75,30329201,30.2,29.85,31.45,-0.032877027027026974,-0.05672440381558017,True
tradable_next_close_confirm,2374,2025-04-11,38.5,41.3,37.25,41.0,6339098,37.6,37.06375,41.8,0.06233181818181812,0.06233181818181812,False
tradable_next_close_confirm,2375,2026-03-24,78.9,79.6,75.6,76.9,695325,76.8,75.222,78.8,-0.017271319796954156,-0.0512560913705584,True
tradable_next_close_confirm,2376,2025-04-11,180.5,202.0,180.0,202.0,9951231,181.0,179.1,213.5,0.07377529274004693,0.07377529274004693,False
tradable_next_close_confirm,2376,2025-11-21,240.5,243.5,238.5,239.5,5428212,239.5,237.3075,246.5,-0.00787839756592288,-0.00787839756592288,False
tradable_next_close_confirm,2376,2026-03-09,209.5,215.0,206.5,215.0,7607786,214.0,205.4675,223.0,0.047961659192825044,0.047961659192825044,False
tradable_next_close_confirm,2377,2025-04-11,122.5,128.0,122.0,127.0,16014651,123.5,121.39,134.0,0.027732089552238735,0.027732089552238735,False
tradable_next_close_confirm,2377,2025-08-26,135.0,136.0,132.5,134.5,5144793,133.5,131.8375,137.0,-0.07884270072992702,-0.04353248175182476,True
tradable_next_close_confirm,2377,2025-11-05,102.5,103.5,101.0,103.5,8919286,103.5,100.495,106.5,-0.03871384976525825,-0.03871384976525825,False
tradable_next_close_confirm,2377,2026-02-02,89.0,92.9,89.0,90.8,9429238,90.0,88.55499999999999,89.5,0.04778128491620106,-0.016408659217877132,True
tradable_next_close_confirm,2388,2025-04-11,58.5,65.6,58.0,65.6,5876358,58.1,57.71,69.0,0.043425362318840664,0.043425362318840664,False
tradable_next_close_confirm,2393,2025-11-24,51.5,51.9,50.2,50.6,2723549,50.5,49.949000000000005,51.2,-0.019521875,-0.019521875,False
tradable_next_close_confirm,2402,2025-04-11,30.75,32.6,28.5,32.5,3438025,28.65,28.357499999999998,34.2,0.04239561403508776,0.04239561403508776,False
tradable_next_close_confirm,2402,2026-03-09,45.9,47.7,45.9,47.2,7777446,47.1,45.6705,50.3,0.010054572564612306,0.010054572564612306,False
tradable_next_close_confirm,2404,2025-11-12,746.0,752.0,726.0,747.0,2476751,740.0,722.37,826.0,-0.0482228813559322,-0.0482228813559322,False
tradable_next_close_confirm,2405,2026-03-09,14.4,14.85,14.25,14.85,1807318,14.55,14.178749999999999,15.0,0.11748333333333352,0.11748333333333352,False
tradable_next_close_confirm,2409,2025-11-05,11.55,12.0,11.4,11.8,56868217,11.65,11.343,11.85,-0.06492172995780585,-0.04863481012658231,True
tradable_next_close_confirm,2419,2025-04-11,19.25,20.2,18.05,20.2,1294672,18.25,17.95975,20.75,0.030294578313253016,0.030294578313253016,False
tradable_next_close_confirm,2427,2026-03-10,24.95,25.1,24.05,24.2,2238784,24.1,23.929750000000002,24.4,-0.02839098360655721,-0.025122540983606424,True
tradable_next_close_confirm,2429,2026-02-06,56.4,57.9,54.2,57.0,547909,56.4,53.929,56.2,-0.08236245551601426,-0.046259252669039165,True
tradable_next_close_confirm,2431,2025-04-11,10.9,11.05,10.65,10.95,3462842,10.95,10.59675,11.25,0.02526111111111109,-0.0639166666666667,True
tradable_next_close_confirm,2436,2025-04-11,37.1,41.6,37.1,41.4,1009421,37.45,36.914500000000004,42.6,0.068093661971831,0.068093661971831,False
tradable_next_close_confirm,2451,2025-07-16,91.8,92.4,90.7,91.5,2606997,90.8,90.2465,92.9,0.012449246501614518,-0.03441297093649096,True
tradable_next_close_confirm,2455,2025-04-11,83.5,90.0,83.5,88.2,14151120,84.3,83.0825,99.0,-0.009890404040404067,-0.009890404040404067,False
tradable_next_close_confirm,2457,2025-04-11,20.15,24.0,20.15,24.0,3788613,20.35,20.049249999999997,24.4,0.03103524590163933,0.03103524590163933,False
tradable_next_close_confirm,2457,2025-06-23,20.2,20.35,19.85,20.3,1330090,20.15,19.75075,21.2,-0.06952924528301871,-0.07421084905660377,True
tradable_next_close_confirm,2458,2025-04-11,107.0,110.0,100.5,110.0,4990779,101.5,99.9975,115.0,0.07675869565217389,0.07675869565217389,False
tradable_next_close_confirm,2464,2025-04-11,48.4,53.5,47.0,53.4,3848029,47.45,46.765,55.0,0.05051363636363639,0.05051363636363639,False
tradable_next_close_confirm,2465,2025-11-19,51.0,52.5,50.9,52.5,493084,51.5,50.6455,52.0,0.09030384615384626,0.09030384615384626,False
tradable_next_close_confirm,2468,2025-07-28,54.3,55.4,53.5,55.4,2397910,54.1,53.2325,54.8,-0.004025182481751744,-0.03445401459854012,True
tradable_next_close_confirm,2471,2025-08-13,50.9,51.4,50.4,50.9,311244,50.5,50.147999999999996,51.2,-0.0019437500000000002,-0.026396875000000077,True
tradable_next_close_confirm,2476,2025-04-11,63.6,67.0,59.7,66.9,3009569,60.0,59.401500000000006,68.1,0.020581718061674213,0.020581718061674213,False
tradable_next_close_confirm,2481,2025-04-11,38.4,40.4,38.25,40.2,4674567,38.65,38.058749999999996,42.7,0.04215936768149877,0.04215936768149877,False
tradable_next_close_confirm,2484,2025-11-10,20.75,20.9,20.5,20.8,342984,20.65,20.3975,20.7,-0.03483550724637672,-0.02046352657004822,True
tradable_next_close_confirm,2486,2025-04-11,66.8,72.0,65.9,72.0,14111436,66.6,65.57050000000001,75.3,0.015398339973439777,-0.1350598273572375,True
tradable_next_close_confirm,2495,2025-04-11,20.6,22.15,20.1,22.1,1454921,20.2,19.9995,23.05,0.039703145336225674,0.039703145336225674,False
tradable_next_close_confirm,2498,2026-03-09,40.1,40.4,39.25,40.4,8283547,40.0,39.05375,42.55,-0.057553877790834186,-0.057553877790834186,False
tradable_close_pos_ge_0_7,1231,2025-11-14,93.8,94.9,92.3,94.9,1112668,93.0,91.8385,95.2,0.04457016806722693,0.04457016806722693,False
tradable_close_pos_ge_0_7,1303,2025-06-23,27.15,27.35,26.3,27.1,54667236,26.8,26.1685,27.1,0.04396549815498143,0.04396549815498143,False
tradable_close_pos_ge_0_7,1307,2025-04-11,34.05,34.7,32.05,34.6,2591978,32.4,31.889749999999996,35.45,0.03646311706629048,0.03646311706629048,False
tradable_close_pos_ge_0_7,1319,2025-06-23,99.0,100.0,97.9,100.0,5145023,98.2,97.4105,101.5,-0.046244088669950646,-0.046140640394088696,True
tradable_close_pos_ge_0_7,1476,2025-04-11,332.0,353.5,320.0,353.5,3863975,320.5,318.4,350.5,0.10684614835948639,0.10684614835948639,False
tradable_close_pos_ge_0_7,1477,2025-04-11,250.0,256.5,229.0,256.0,5682496,231.0,227.855,257.5,0.08929563106796126,0.08929563106796126,False
tradable_close_pos_ge_0_7,1519,2025-04-11,321.0,383.5,320.0,383.0,6052169,321.5,318.4,390.5,0.0235994238156211,0.0235994238156211,False
tradable_close_pos_ge_0_7,1528,2025-04-11,11.35,12.25,11.15,12.15,3267143,11.2,11.09425,12.4,-0.021979032258064614,-0.021979032258064614,False
tradable_close_pos_ge_0_7,1536,2025-04-11,48.9,51.5,46.5,51.5,9507255,47.25,46.2675,52.1,0.13618454894433776,0.13618454894433776,False
