article_id,article_title,pattern_slug,case_company_name,ticker,approx_date,original_approx_date,corrected_approx_date,date_uncertainty_days,case_source,case_kind,expected_detect,vision_evidence,notes,date_autocorrected,real_miss,chart_cursor_date,pattern_circle_date,corrected_approx_date_v4,date_correction_method,vision_evidence_v4,actual_slug,hit,reason,hit_dates
0B1DD310D7685EE74123E5147BB7CFB2,25-升降組合型態,step_up_down,晶技,3042,2020-01-14,2020-01-14,2020-01-14 00:00:00,3,article_text,context_only,,資料起點問題（MISS_DIAGNOSIS D2）,[DB_OK name=晶技] 勢的整理，使得籌碼略顯凌亂，對於不穩定的力量，短線交易者在創新高價之後也會選擇出場，這是股價在突破往上升的時候，成交量異常放大的主因。  **109-01-14,False,,2020-01-14,,2020-01-14 00:00:00,unchanged,資料起點問題（MISS_DIAGNOSIS D2）,rising_falling,False,no_trigger_in_window,
0B1DD310D7685EE74123E5147BB7CFB2,25-升降組合型態,step_up_down,三洋電,1614,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,升降型態但成交量太低，僅概念示範，date=圖示日,[DB_OK name=三洋電] 個價位對於市場資金的吸引力也已經不高。  經過這樣的例子，還可以區分為第一次攻擊或者已經中期多方趨勢之後，力量施展的角度當然大不相同。  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,升降型態但成交量太低，僅概念示範，date=圖示日,rising_falling,True,hit,2022-02-18
161D653D96BB64939DE424B8B5162815,20-懷抱型態,harami_neutral,凌陽,2401,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,懷抱型態標準例，多方無力拉抬後孕線出現,[DB_OK name=凌陽] 則需要追高意願，所以並不是出現就可以直接判定為反向變化，幅度上多方也不見得會有明顯的拉抬，單純了解力量，已經可以幫助操作時的短期決策。  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,懷抱型態標準例，多方無力拉抬後孕線出現,embracing,True,hit,"2022-02-21,2022-02-23"
161D653D96BB64939DE424B8B5162815,20-懷抱型態,harami_neutral,台勝科,3532,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,懷抱型態有量，多方抵抗意願存在,[DB_OK name=台勝科] 圖之中，往往很容易就只有一日行情，特別是成交量萎縮的狀態下，紅K懷抱黑K，常常會是空方取得優勢，因為本來就是處在多方無力拉抬的狀態中。  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,懷抱型態有量，多方抵抗意願存在,embracing,True,hit,2022-02-23
161D653D96BB64939DE424B8B5162815,20-懷抱型態,harami_neutral,和益,1709,2022-03-09,2022-02-18,2022-03-09,14,article_text,confirmed_signal,True,長紅後孕線，懷抱型態前半段，為 internal_trap 先導,[DB_OK name=和益] 。  懷抱型態搭配成交量往往會有不一樣的理解，假如同樣的狀態卻沒有放量，那麼這個懷抱型態因為黑K不屬於力量型，也就沒有太大的抵抗意義。  **111-02-18,True,False,2022-02-18,2022-02-18,2022-03-09,unchanged,長紅後孕線，懷抱型態前半段，為 internal_trap 先導,embracing,True,hit,"2022-03-09,2022-03-23"
207FAB90A1222E9DCD7CCE2A26AB19B7,22-反撲型態,counterattack_pattern,同致,3552,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,利多消息反撲，article明示此為反撲型態,[DB_OK name=同致] 一種強勢的反轉，但並不是。  因為是出現利多消息的反撲型態，股價通常會很快又回到原本的軌道，這一點與因為利多而出現的跳空缺口意義相同。  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,利多消息反撲，article明示此為反撲型態,rebound,True,hit,2022-02-15
29F3734E9FE458A7138B770EB29C29F8,13-晨星與島狀反轉,island_reversal_bull,南帝,2108,2022-03-09,2022-03-09,2022-03-09 00:00:00,3,article_text,setup_only,False,文章明示因利多跳空+上方有壓力→島狀反轉會失敗,[DB_OK name=南帝] 發現了島狀反轉，有兩件事情一定要先做：  **一、確認K線圖上最近且明顯的賣壓何在。   二、從營運面理解空頭趨勢早早成型的主因。**  **111-03-09,False,,2022-03-09,,2022-03-09 00:00:00,unchanged,文章明示因利多跳空+上方有壓力→島狀反轉會失敗,morning_star_island_reversal,False,no_trigger_in_window,
29F3734E9FE458A7138B770EB29C29F8,13-晨星與島狀反轉,island_reversal_bull,南帝,2108,2022-04-25,2022-04-25,2022-04-25 00:00:00,3,article_text,context_only,,回顧當初分析結論，非新的pattern觸發日,[DB_OK name=南帝] 出，營收盈餘馬上就受到大幅影響，申豐尤為嚴重且明顯，那麼，島狀反轉出現的南帝，倘若賣壓天險明顯的存在，是否是搶反彈的優選呢？值得深思。  **111-04-25,False,,2022-04-25,,2022-04-25 00:00:00,unchanged,回顧當初分析結論，非新的pattern觸發日,morning_star_island_reversal,False,no_trigger_in_window,
2BA211D9CB1514E34D087249F9D627B7,18-包覆型態,engulfing_pattern_neutral,界霖,5285,2021-11-15,2022-02-18,2021-11-15,14,article_text,confirmed_signal,True,包覆型態（非力竭位置），天險賣壓,[DB_OK name=界霖] 要留意當時的組合出現後一段時間，股價是否開始進入盤整階段，往往等到盤整區跌破之後，會是空頭趨勢的開始，因為區間低點等於與頸線定義相符。  **111-02-18,False,False,2022-02-18,2021-11-15,2021-11-15,vision_circle_position,圖03 cursor 111/2/18，藍圈在110/11高峰包覆位置,neutral_engulfing,True,hit,2021-11-02
2BA211D9CB1514E34D087249F9D627B7,18-包覆型態,engulfing_pattern_neutral,事新科,4916,2021-11-23,2022-02-18,2021-11-23,14,article_text,confirmed_signal,True,黑K包覆紅K，有量套牢區天險,[DB_OK name=事欣科] 大的難度，輔以成交量一併判斷，就是確認有著大量套牢區的存在。  短線交易更不需要考量，因為天險存在等於風險明顯大於機會，並不值得參與。  **111-02-18,False,True,2022-02-18,2021-11-23,2021-11-23,vision_circle_position,圖04 cursor 111/2/18，藍圈在110/11-12高峰包覆位置,neutral_engulfing,True,hit,2021-11-23
2BA211D9CB1514E34D087249F9D627B7,18-包覆型態,engulfing_pattern_neutral,良維,6290,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,包覆型態，基本面遠的高位賣壓,[DB_OK name=良維] 不一定相同，但共通點往往是股價已經脫離基本面較遠，所以多單盡量逢高出脫所致，如果再加上有量，同樣就是投資或交易時股價的天險。  ---  **111-02-18,False,True,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,包覆型態，基本面遠的高位賣壓,neutral_engulfing,True,hit,2022-02-18
2BA211D9CB1514E34D087249F9D627B7,18-包覆型態,engulfing_pattern_neutral,岱稜,3303,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,紅包黑型，無量則無力量意義（示範案例）,[DB_OK name=岱稜] 點點力量也可以包覆住前一天的黑K，因此在這種狀況中，成交量是很重要的判斷要素，如果無量，這個型態就完全沒有力量上的轉變意義。  ---  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,紅包黑型，無量則無力量意義（示範案例）,neutral_engulfing,True,hit,2022-02-18
4A2519730555027A6612FC9C77BE51FB,21-遭遇型態,meeting_lines,勝品,6556,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,攻擊缺口被收盤封閉，遭遇型態成立,[DB_OK name=勝品] 可以視為投資型資金的逢低承接力量，但也沒有視為反轉的意義，因為股價的上揚需要資金願意買進更高價，低檔封閉無法直接確認這是往上拉的意圖。  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,攻擊缺口被收盤封閉，遭遇型態成立,meeting,True,hit,"2022-02-10,2022-03-04"
4A2519730555027A6612FC9C77BE51FB,21-遭遇型態,meeting_lines,勝品,6556,2022-02-24,2022-02-24,2022-02-24 00:00:00,14,article_text,confirmed_signal,True,回顧02-18遭遇型態，本日為第2次遭遇型態討論,[DB_OK name=勝品] 態的意義也就是巧合地封閉缺口，那麼我們在判斷K線圖的時候，對於「以前曾經出現過遭遇型態」，就需要特別警覺多方力量被空方抵抗成功的狀況。  **111-02-24,False,False,2022-02-24,2022-02-24,2022-02-24 00:00:00,unchanged,回顧02-18遭遇型態，本日為第2次遭遇型態討論,meeting,True,hit,"2022-02-10,2022-03-04"
4A2519730555027A6612FC9C77BE51FB,21-遭遇型態,meeting_lines,台光電,2383,2022-02-24,2022-02-24,2022-02-24 00:00:00,14,article_text,confirmed_signal,True,跳空缺口被封閉，遭遇型態成立,[DB_OK name=台光電] )  回顧過去的結構，是遭遇型態最常見的用法，也就是發現的跳空上攻的狀態缺口卻被封閉，那就對於進場做多要保持很大的風險意識。  ---  **111-02-24,False,False,2022-02-24,2022-02-24,2022-02-24 00:00:00,unchanged,跳空缺口被封閉，遭遇型態成立,meeting,True,hit,"2022-02-21,2022-03-09"
4A2519730555027A6612FC9C77BE51FB,21-遭遇型態,meeting_lines,康舒,6282,2022-01-19,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,遭遇型態輔助賣壓判斷，非純轉折,[DB_OK name=康舒] 遭遇型態的用途，不會是反向使用的意義，不宜作為多單賣出之後，還要當作放空使用，因為如果真的去放空就會變成現在卡在那裡的窘境。  ---  **111-02-18,False,True,2022-02-18,2022-01-19,2022-01-19,vision_circle_position,課程明示「一月初的遭遇型態」；圖紅圈在111/1中後段、close==prev_close=34.10,meeting,True,hit,"2022-01-19,2022-01-20"
53E0BA326CBB753118E3F8C6232F7F0F,19-貫穿型態,piercing_pattern,文曄,3036,2022-02-15,2022-02-15,2022-02-15 00:00:00,3,article_text,confirmed_signal,True,多方長紅後貫穿黑K，烏雲罩頂力量抵抗,[DB_OK name=文曄] 改變。  多方狀態出現的黑K之後，接下來只要價格沒有再創新高，或者空方狀態的紅K之後，價格沒有創新低，那麼都顯示貫穿力量是有效存在的。  **111-02-15,False,True,2022-02-15,2022-02-15,2022-02-15 00:00:00,unchanged,多方長紅後貫穿黑K，烏雲罩頂力量抵抗,piercing_line,True,hit,2022-02-15
53E0BA326CBB753118E3F8C6232F7F0F,19-貫穿型態,piercing_pattern,華景電,6788,2022-01-24,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,曙光乍現（紅貫穿黑），空方力量減弱,[DB_OK name=華景電] 那麼繼續往下走證明了多方已經沒有再往上拉抬的企圖，股價已經轉為讓空方主導，不是確認反轉成立的意思，更多是順理成章的判斷態度。  ---  **111-02-18,False,True,2022-02-18,2022-01-24,2022-01-24,vision_circle_position,紅圈在111/1之後、198 區；01-21黑K (-5%) → 01-24紅K (+8%) 站上中值195,piercing_line,True,hit,"2022-01-10,2022-01-19,2022-01-24"
5CB9CD820B2BEF0AC861FFEDB89CD6B0,26-上下缺回補,gap_fill_pattern,台亞,2340,2021-12-29,2021-12-29,2021-12-29 00:00:00,3,article_text,context_only,,DB 該 ticker 最早資料 2022-01-03，案例日早於資料起點,[DB_OK name=台亞] 擊跳空缺口，之後呈現弱勢(或者隔日醞釀，再隔日轉弱)，一併把缺口補上，也就是上行缺口被快速的回補了，自此要留意力量消失之後的走勢演變。  **110-12-29,False,,2021-12-29,,2021-12-29 00:00:00,unchanged,DB 該 ticker 最早資料 2022-01-03，案例日早於資料起點,gap_fill_up,True,hit,"2021-12-30,2022-01-07"
6C03240289991A8B7F5D99C5DC2409D5,12-夜星與島狀反轉,island_reversal_bear,茂達,6128,2022-04-29,2022-04-29,2022-04-29 00:00:00,3,article_text,setup_only,False,MISS_DIAGNOSIS 確認案例邊緣，無嚴格 island_reversal 結構,[DB_OK name=上福] 如果為了出貨，常常會慢慢來。  假如真的要強烈快速倒貨，那又很容易形成空頭吞噬，不需要刻意地做成島狀反轉，  比較常見的是另一種模式。  **111-04-29,False,,2022-04-29,,2022-04-29 00:00:00,unchanged,MISS_DIAGNOSIS 確認案例邊緣，無嚴格 island_reversal 結構,evening_star_island_reversal,False,no_trigger_in_window,
978854A6B0757492FB6A99F8E92A41EC,03-母子晨星,morning_star_harami,欣銓,3264,2022-04-08,2022-04-08,2022-04-08 00:00:00,3,article_text,confirmed_signal,True,母子晨星，力竭符合但無拉抬力道,[DB_OK name=欣銓] K線來判斷方向變化，實務上很可能受到了大盤環境的影響，資金力量薄弱，雖然力竭符合，可是股價一時之間沒有拉抬力道出現，所以依然呈現弱勢。  **111-04-08,False,False,2022-04-08,2022-04-08,2022-04-08 00:00:00,unchanged,母子晨星，力竭符合但無拉抬力道,morning_star_harami,True,hit,"2022-04-08,2022-04-13"
978854A6B0757492FB6A99F8E92A41EC,03-母子晨星,morning_star_harami,欣銓,3264,2022-04-15,2022-04-15,2022-04-15 00:00:00,3,article_text,context_only,,同月同股回顧，申明本益比10倍以下但仍無力,[DB_OK name=欣銓] 經低於本益比十倍以下，且公司並非景氣循環股，理論上力竭現象已經開始出現，但是如果市場上就是沒有資金要往上拉抬股價，那麼股價也就不會動。  **111-04-15,False,,2022-04-15,,2022-04-15 00:00:00,unchanged,同月同股回顧，申明本益比10倍以下但仍無力,morning_star_harami,True,hit,"2022-04-08,2022-04-13"
A5C5E3F242DCE38F0E9061E3FBC85B81,24-咬定型態,determined_break,奇鋐,3017,2022-02-17,2022-02-17,2022-02-17 00:00:00,3,article_text,confirmed_signal,True,咬定型態紅K突破狹幅整理，多方力量確認,[DB_OK name=奇鋐] 。  這裡談的咬定型態黑K，指的是眼前的趨勢不一定是在多頭狀態，也可能是空頭之後整理一段時間再殺出長黑K，這樣的意義就貼近於下降三法。  **111-02-17,False,True,2022-02-17,2022-02-17,2022-02-17 00:00:00,unchanged,咬定型態紅K突破狹幅整理，多方力量確認,biting,True,hit,2022-02-17
A5C5E3F242DCE38F0E9061E3FBC85B81,24-咬定型態,determined_break,志超,8213,2022-02-18,2022-02-18,2022-02-18 00:00:00,14,article_text,confirmed_signal,True,咬定型態（大幅整理後突破），類型態學突破,[DB_OK name=志超] 合了攻擊整理型態、上升三法中的醞釀意義，所以可以自成一個強勢走勢的型態，對於多方操作者來說，能夠判斷得出來會對股市的操作更加具備信心。  **111-02-18,False,False,2022-02-18,2022-02-18,2022-02-18 00:00:00,unchanged,咬定型態（大幅整理後突破），類型態學突破,biting,True,hit,2022-02-18
A5C5E3F242DCE38F0E9061E3FBC85B81,24-咬定型態,determined_break,富邦媒,8454,2022-02-25,2022-02-25,2022-02-25 00:00:00,3,article_text,confirmed_signal,True,空頭整理後黑K咬定，明顯弱勢延續,[DB_OK name=富邦媒] 就是說，咬定型態是用來判斷力量，不是用來當作買賣進出點，對於力量辨識有需求的人，對於風險狀態有體認的人，這是重要的型態。**  ---  **111-02-25,False,True,2022-02-25,2022-02-25,2022-02-25 00:00:00,unchanged,空頭整理後黑K咬定，明顯弱勢延續,biting,True,hit,"2022-02-25,2022-03-01"
A5C5E3F242DCE38F0E9061E3FBC85B81,24-咬定型態,determined_break,富邦媒,8454,2022-03-15,2022-03-15,2022-03-15 00:00:00,3,article_text,context_only,,回顧02-25咬定型態後噩夢持續，屬結果論,[DB_OK name=富邦媒] 知道反彈會出現在哪一天，持有者撐不撐得到那天的來臨，這是看待K線要從力量的角度去判斷的主因，不能用賭的心態來面對空頭趨勢的現在進行式。  **111-03-15,False,,2022-03-15,,2022-03-15 00:00:00,unchanged,回顧02-25咬定型態後噩夢持續，屬結果論,biting,True,hit,2022-03-23
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,康控,4943,2022-04-13,2022-04-13,2022-04-13 00:00:00,3,article_text,confirmed_signal,True,空頭吞噬，攻擊後被黑K包覆，轉折力量明確,[DB_OK name=康控-KY] 也代表著「攻擊力量發揮」的意義，出現被黑K包覆，這個包覆的意義就是轉折的力量出現的位置。  這就是空頭吞噬，轉折的力量基於力竭的原理。  **111-04-13,False,,2022-04-13,2022-04-13,2022-04-13 00:00:00,unchanged,空頭吞噬，攻擊後被黑K包覆，轉折力量明確,,,extras_pattern_skipped,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,驊訊,6237,2021-04-12,2021-04-12,2021-04-12 00:00:00,3,article_text,confirmed_signal,True,空頭吞噬，漲五成後黑K包覆意義更強,[DB_OK name=驊訊] 往往想要利用有獲利的機會賣出股票，就會找很多似是而非的理由當作藉口，卻忘記了型態學的重要性。  ---  **股價越高力竭意義越大**  **110-04-12,False,,2021-04-12,2021-04-12,2021-04-12 00:00:00,unchanged,空頭吞噬，漲五成後黑K包覆意義更強,,,extras_pattern_skipped,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,驊訊,6237,2022-01-05,2022-01-05,2022-01-05 00:00:00,3,article_text,context_only,,回顧04-12吞噬後跌到58元以下，結果論,[DB_OK name=驊訊] 上突破了，當然判斷上一樣是「型態的突破」，然後到四月十二日才又再次出現吞噬的黑K包覆。  這次的包覆轉折意義更強，因為股價又貴了五成。  **111-01-05,False,,2022-01-05,,2022-01-05 00:00:00,unchanged,回顧04-12吞噬後跌到58元以下，結果論,,,extras_pattern_skipped,
EBD01861796168390992499149DFE0EE,23-內困型態,internal_trap,和益,1709,2022-02-21,2022-02-21,2022-02-21 00:00:00,3,article_text,confirmed_signal,True,創新高長紅後孕線翻黑，內困翻黑型態成立,[DB_OK name=和益] 純就是短期變化，用來搭配其他K線力量一併研判。  例如原本已經轉折向下，然後出現紅K又內困翻黑，這樣的型態就輔助了原本的轉折組合確立。  **111-02-21,False,False,2022-02-21,2022-02-21,2022-02-21 00:00:00,unchanged,創新高長紅後孕線翻黑，內困翻黑型態成立,trapped,True,hit,2022-02-21
EBD01861796168390992499149DFE0EE,23-內困型態,internal_trap,台表科,6278,2018-09-19,2022-02-18,2022-02-18 00:00:00,3,article_text,context_only,,expected_detect=False 文章說明背景不對,[DB_OK name=台表科] 此時需要回頭留意基本面，因為股價以往冷門又是中低價股，但基本面又不算太差的，也不至於大跌，就是得經過一定程度的盤整區段才會有方向出現。  **111-02-18,False,,2022-02-18,,2018-09-19,unchanged,老師圈在9月中；09-18 gap down 高 34→33.45；09-19 high 34.65 = 09-18 gap top intraday touch 回補,trapped,False,no_trigger_in_window,
EBD01861796168390992499149DFE0EE,23-內困型態,internal_trap,新興,2605,2022-02-07,2022-02-18,2022-02-07,14,article_text,confirmed_signal,True,內困翻紅，空方趨勢中短期逢低搶進力量,[DB_OK name=新興] 場投資的矛盾。  不過這個弱勢明顯的量縮，至少這一段未來如果有反彈，還不至於遇到太大的套牢壓力阻礙，這是內困狀態下可以輔助的細節判斷。  **111-02-18,True,False,2022-02-18,2022-02-18,2022-02-07,unchanged,內困翻紅，空方趨勢中短期逢低搶進力量,trapped,True,hit,2022-02-07
0B1DD310D7685EE74123E5147BB7CFB2,25-升降組合型態,step_up_down,高力,8996,2020-01-13,2020-01-13,2020-01-13 00:00:00,3,article_text,confirmed_signal,True,升降型態攻擊後再創新高範例，approx_date=攻擊突破日,[NO_OHLCV name=高力] 型態再創新高之後，很容易繼續原本的往上拉抬攻勢，相對的如果沒有繼續，反而開始出現中期的區間震盪，那只能用區間整理的姿態來面對這個走勢。  **109-01-13,False,True,2020-01-13,2020-01-13,2020-01-13 00:00:00,unchanged,升降型態攻擊後再創新高範例，approx_date=攻擊突破日,rising_falling,True,hit,"2020-01-13,2020-01-20"
0B1DD310D7685EE74123E5147BB7CFB2,25-升降組合型態,step_up_down,華擎,3515,2020-02-17,2020-02-27,2020-02-17,3,article_text,confirmed_signal,True,升降型態中間橫向整理再突破，approx_date=突破日,[NO_OHLCV name=華擎] 狹幅橫向，不僅創新高的紅K低點價格沒破，短期內也有狹幅整理或者低點推升的態勢，最強的走法就是再往上突破之後，再次展開另一波的日出攻擊。  **109-02-27,False,True,2020-02-17,2020-02-17,2020-02-17,vision_circle_position,圖03 cursor 02/17，黃圈在109/1-2升降突破位置,rising_falling,True,hit,2020-02-14
13041D9897DBD12852724CAD0D994486,09-雙鴉躍空,two_crows_gap,品安,8088,2019-12-23,2019-12-23,2019-12-23 00:00:00,3,article_text,setup_only,False,文章明示為反例（看似符合但隔天往下走非雙鴉躍空）,[NO_OHLCV name=品安] 的面向，例如雙鴉雖然是兩根黑K，但也可能只是短K線，甚至是十字線，就不能不評估「醞釀K線」的狀態與意義。  以下是連續走勢判斷的實例。  **108-12-23,False,,2019-12-23,,2019-12-23 00:00:00,unchanged,文章明示為反例（看似符合但隔天往下走非雙鴉躍空）,two_crow_gap,False,no_trigger_in_window,
13041D9897DBD12852724CAD0D994486,09-雙鴉躍空,two_crows_gap,品安,8088,2019-12-24,2019-12-24,2019-12-24 00:00:00,3,article_text,setup_only,False,反例延伸,[NO_OHLCV name=品安] 買，籌碼當然算是穩定，上圖在所有的技術分析判斷技巧中都還沒有疑慮。  那麼，下一個重點就是**「股價如果有心要攻擊，不可以回頭。」**  **108-12-24,False,,2019-12-24,,2019-12-24 00:00:00,unchanged,反例延伸,two_crow_gap,False,no_trigger_in_window,
13041D9897DBD12852724CAD0D994486,09-雙鴉躍空,two_crows_gap,品安,8088,2020-05-18,2020-05-18,2020-05-18 00:00:00,3,article_text,setup_only,False,半年後再示範背景錯誤,[NO_OHLCV name=品安] 教學，還需要延伸力量變化講解的最佳實務範例，因為一切好像都太完美，卻往下走讓人有機會拉回逢低承接，就是K線圖上**「力量的矛盾」**。  **109-05-18,False,,2020-05-18,,2020-05-18 00:00:00,unchanged,半年後再示範背景錯誤,two_crow_gap,False,no_trigger_in_window,
207FAB90A1222E9DCD7CCE2A26AB19B7,22-反撲型態,counterattack_pattern,佳世達,2352,2021-11-15,2021-11-15,2021-11-15 00:00:00,3,article_text,confirmed_signal,True,開盤直接跳空低於前日最低，反撲型態標準例,[NO_OHLCV name=佳世達] 反撲，也就是一開盤就直接站在前一天的開盤價或者之上，形成一種前一天賣掉的人再也買不回來的狀態，這也是被定名為反撲型態最有畫面感的原因。  **110-11-15,False,False,2021-11-15,2021-11-15,2021-11-15 00:00:00,unchanged,開盤直接跳空低於前日最低，反撲型態標準例,rebound,True,hit,2021-11-15
2BA211D9CB1514E34D087249F9D627B7,18-包覆型態,bear_engulfing,泰碩,3338,2019-08-30,2020-01-08,2019-09-09,3,article_text,confirmed_signal,True,黑K吞噬，明確的空頭吞噬轉折,[NO_OHLCV name=泰碩] 狀態，這個黑K往往就是出貨的現象，一旦出貨完畢，股價更可能以長黑跌破盤整區，帶動整個趨勢轉往空方，此處需要以「趨勢線或型態輔助」判斷。  **109-01-08,False,True,2020-01-08,2019-09-09,2019-08-30,vision_circle_position,圖02黃圈在108/9之前；08-29紅K close 104.5 → 08-30 大黑K -10.8% open 105.5/close 94.1 吞噬 08-29 紅K身體,bear_engulfing,True,hit,2019-08-30
3F9C5C8C7B81C89FBCA2970EF1855997,11-夜星棄嬰,evening_star,加高,8182,2021-06-25,2021-06-25,2021-06-25 00:00:00,3,article_text,context_only,False,夜星棄嬰標準例,[NO_OHLCV name=加高] ，十字線的確有著中繼的意義，力量的意義也屬於醞釀，人們喜歡變盤二字，是基於好像有一種機會可以佔到便宜，滿足逢高放空或者逢低買進的想法。  **110-06-25,False,True,2021-06-25,2021-06-25,2021-06-25 00:00:00,unchanged,老師用此為「失敗夜星棄嬰」反例：十字線(06-24)隔天本應跌破紅K中值，實際06-25大紅K +7%，課程line 16「以為十字線代表變盤的人不求甚解」,evening_star_abandoned,False,no_trigger_in_window,
3F9C5C8C7B81C89FBCA2970EF1855997,11-夜星棄嬰,evening_star,品安,8088,2019-12-23,2019-12-23,2019-12-23 00:00:00,3,article_text,setup_only,False,與 09 篇共用反例,[NO_OHLCV name=品安] 不代表一定會變盤。  因為十字線後又接續上攻，就有人衍生出另外的說法，那就看十字線的隔天是否開高，如果開高就是續攻，如果開低就是變盤。  **108-12-23,False,,2019-12-23,,2019-12-23 00:00:00,unchanged,與 09 篇共用反例,evening_star_abandoned,False,no_trigger_in_window,
3F9C5C8C7B81C89FBCA2970EF1855997,11-夜星棄嬰,evening_star,品安,8088,2019-12-24,2019-12-24,2019-12-24 00:00:00,3,article_text,setup_only,False,與 09 篇共用反例,[NO_OHLCV name=品安] 這是隔日開盤五分鐘之後的K線圖，如果依照這個市場傳聞所說的教學邏輯，表示股價中繼休息，而後開高代表將要續攻，但實際上的走勢卻不是如此。  **108-12-24,False,,2019-12-24,,2019-12-24 00:00:00,unchanged,與 09 篇共用反例,evening_star_abandoned,False,no_trigger_in_window,
