script_file,line_no,raw_text,parsed_date,partial_date,parsed_ticker,keyword,context_50char,source,event_type,source_image
ch2-2.txt,569,隔天確認出量 站上月線,,,,出量,這個地方做釋單 反正你就是跌破 這個月線之後慣性支撐在離開 你這個地方的成本會很低 這個地方你記得做釋單之後 這一次拉回又沒有破 對不對 這個地方再次做加碼或釋單都可以 那我們就確認 這個月線它又有了慣性支撐的價值存在 這個是我們在 PP 的文章裡面有寫到的 我們在這一天 我們前一天的時候 請大家在這個地方做觀察 它又守住了這個月線 所以我當天晚上把它寫出來之後 隔天確認出量 站上月線 我把它寫出,auto,,
ch2-3.txt,293,那個出量紅K 整個收最高,,,,出量,缺口出現了 下跌碰到這個位置 等一下 碰到打下去 碰到打下去 這天含上來了 有漲上來 但是最後還是被打下去 再來注意看喔 這個地方漲上來了 但是它沒有回補 注意這些都是細節 同學們注意看 這些都是細節 懂我意思嗎 紅K很厲害 那個出量紅K 整個收最高 完全沒有什麼上影線 但是你可以在這天進場嗎 不行 了解我意思嗎 因為它收盤價沒有大於 沒有大於這一個缺口的高點 好 隔天直接下去 繼續在這個地方 直,auto,,
ch2-4.txt,30,"01:38,隔日伴隨大量的綠K",,,,大量,"00:45,攻擊紅K後理想條件出現萎縮的成交量 00:53,攻擊紅K 出現的時候 00:56,最好出現萎縮的成交量 01:00,為什麼 01:01,它會是比較好的波段進場的條件 01:07,Ok 先記得先把這個概念記起來 01:10,攻擊紅K出現後 01:13,後面希望是要量縮的成交量 01:16,當然有很多是那種連續型態噴上去的 01:19,那當然沒辦法 01:20,我們就是用一個比較穩健型的方",auto,,
ch2-4.txt,44,"02:34,前一波大量K棒的高點",,,,大量,"01:35,當攻擊紅K後出現 01:38,隔日伴隨大量的綠K 01:40,則代表怎麼樣 籌碼非常的凌亂 01:43,也意味著當天有多數的人套牢 01:47,我們這個想法 這個用法 01:51,就等同於我們最一開始教的 01:54,如果你很大的黑K 01:57,伴隨大成交量 代表說多數人套牢 對不對 02:02,後續股價要守住這根綠K的低點 02:09,如果跌破的話 就視為轉弱訊號 02:14,股價",auto,,
ch2-4.txt,46,"02:40,後續可以用前面這一波大量K棒的高點",,,,大量,"01:40,則代表怎麼樣 籌碼非常的凌亂 01:43,也意味著當天有多數的人套牢 01:47,我們這個想法 這個用法 01:51,就等同於我們最一開始教的 01:54,如果你很大的黑K 01:57,伴隨大成交量 代表說多數人套牢 對不對 02:02,後續股價要守住這根綠K的低點 02:09,如果跌破的話 就視為轉弱訊號 02:14,股價需要重新轉強需要什麼條件 02:17,收盤站上此根綠K的高點 ",auto,,
ch2-4.txt,60,"03:23,帶有大量的K棒 在股價的左上方",,,,大量,"02:36,則視為多方訊號 這是講同樣的一件事情 02:40,後續可以用前面這一波大量K棒的高點 02:46,視為多方的支撐 02:48,這我們等一下馬上就會帶給各位 02:53,下一個 02:54,量增和量縮會與前一天去做比較 02:59,這個應該沒有問題 03:00,就是我們到底是怎麼判斷 03:03,量增還是量縮 03:06,我們就用前一天去做比較 03:08,好 我們馬上好像 03:09,",auto,,
ch2-4.txt,62,"03:29,帶有大量的K棒在股價的左下方",,,,大量,"02:46,視為多方的支撐 02:48,這我們等一下馬上就會帶給各位 02:53,下一個 02:54,量增和量縮會與前一天去做比較 02:59,這個應該沒有問題 03:00,就是我們到底是怎麼判斷 03:03,量增還是量縮 03:06,我們就用前一天去做比較 03:08,好 我們馬上好像 03:09,這邊廢話比較多 我希望大家就是 03:12,先了解這邊的文字 我們就來帶這個圖片 03:16,好 ",auto,,
ch2-4.txt,65,"03:36,股價衝擊前高 大量壓力會需要有大量K棒",,,,大量,"02:54,量增和量縮會與前一天去做比較 02:59,這個應該沒有問題 03:00,就是我們到底是怎麼判斷 03:03,量增還是量縮 03:06,我們就用前一天去做比較 03:08,好 我們馬上好像 03:09,這邊廢話比較多 我希望大家就是 03:12,先了解這邊的文字 我們就來帶這個圖片 03:16,好 下一個 03:18,如何以量價決定支撐壓力 03:23,帶有大量的K棒 在股價的左上方 0",auto,,
ch2-4.txt,68,"03:51,紅K出量 出量紅K",,,,出量,"03:03,量增還是量縮 03:06,我們就用前一天去做比較 03:08,好 我們馬上好像 03:09,這邊廢話比較多 我希望大家就是 03:12,先了解這邊的文字 我們就來帶這個圖片 03:16,好 下一個 03:18,如何以量價決定支撐壓力 03:23,帶有大量的K棒 在股價的左上方 03:27,則為股價的壓力 03:29,帶有大量的K棒在股價的左下方 03:32,則為股價的支撐 03:34,",auto,,
ch2-4.txt,69,"03:53,大量的綠K 量縮",,,,大量,"03:06,我們就用前一天去做比較 03:08,好 我們馬上好像 03:09,這邊廢話比較多 我希望大家就是 03:12,先了解這邊的文字 我們就來帶這個圖片 03:16,好 下一個 03:18,如何以量價決定支撐壓力 03:23,帶有大量的K棒 在股價的左上方 03:27,則為股價的壓力 03:29,帶有大量的K棒在股價的左下方 03:32,則為股價的支撐 03:34,這我們等一下都會帶 03:",auto,,
ch2-4.txt,71,"03:58,出量紅K 然後出量的綠K",,,,出量,"03:09,這邊廢話比較多 我希望大家就是 03:12,先了解這邊的文字 我們就來帶這個圖片 03:16,好 下一個 03:18,如何以量價決定支撐壓力 03:23,帶有大量的K棒 在股價的左上方 03:27,則為股價的壓力 03:29,帶有大量的K棒在股價的左下方 03:32,則為股價的支撐 03:34,這我們等一下都會帶 03:36,股價衝擊前高 大量壓力會需要有大量K棒 03:42,這可能文",auto,,
ch2-4.txt,75,"04:09,量是小的 但是這一天也算是出量了",,,,出量,"03:23,帶有大量的K棒 在股價的左上方 03:27,則為股價的壓力 03:29,帶有大量的K棒在股價的左下方 03:32,則為股價的支撐 03:34,這我們等一下都會帶 03:36,股價衝擊前高 大量壓力會需要有大量K棒 03:42,這可能文字上面聽的比較 03:46,沒辦法想像 我們等下就來教學 好不好 03:51,紅K出量 出量紅K 03:53,大量的綠K 量縮 03:56,跟前一天做比較",auto,,
ch2-4.txt,84,"04:37,帶有大量的K棒 如果在什麼",,,,大量,"03:53,大量的綠K 量縮 03:56,跟前一天做比較 對不對 03:58,出量紅K 然後出量的綠K 04:00,這沒有量縮 同學們 04:03,為了要講清楚 04:05,這個雖然比前一天 04:09,量是小的 但是這一天也算是出量了 04:13,量縮至少要在這個紅K的一半以下 04:16,量縮要在紅K的一半以下 04:19,了解我意思嗎 04:22,那這個地方 我們也要把它 04:25,比前一",auto,,
ch2-4.txt,85,"04:40,帶有大量的K棒",,,,大量,"03:56,跟前一天做比較 對不對 03:58,出量紅K 然後出量的綠K 04:00,這沒有量縮 同學們 04:03,為了要講清楚 04:05,這個雖然比前一天 04:09,量是小的 但是這一天也算是出量了 04:13,量縮至少要在這個紅K的一半以下 04:16,量縮要在紅K的一半以下 04:19,了解我意思嗎 04:22,那這個地方 我們也要把它 04:25,比前一根的K棒 要再一半以下 04:",auto,,
ch2-4.txt,90,"04:51,帶有大量K棒在左下角的話",,,,大量,"04:09,量是小的 但是這一天也算是出量了 04:13,量縮至少要在這個紅K的一半以下 04:16,量縮要在紅K的一半以下 04:19,了解我意思嗎 04:22,那這個地方 我們也要把它 04:25,比前一根的K棒 要再一半以下 04:28,一半以下 才叫做量縮 好不好 04:32,我再講一次 04:34,如何以量價決定支撐和壓力 04:37,帶有大量的K棒 如果在什麼 04:40,帶有大量的K",auto,,
ch2-4.txt,131,"06:52,再來大量低點為股價的支撐",,,,大量,"06:14,量縮 我們就可以進行什麼釋單 06:17,進場的一個條件 06:19,清楚 OK 06:21,好 下一個一樣 06:23,攻擊紅K之後 06:24,理想 量縮 06:25,攻擊紅K出現了 06:27,再來量縮 這邊已經縮到一個不行 06:30,但是還維持在這一個支撐之上 06:35,量縮價穩 06:36,這就是叫做量縮價穩 06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 ",auto,,
ch2-4.txt,133,"06:59,來 這邊出了大量",,,,大量,"06:19,清楚 OK 06:21,好 下一個一樣 06:23,攻擊紅K之後 06:24,理想 量縮 06:25,攻擊紅K出現了 06:27,再來量縮 這邊已經縮到一個不行 06:30,但是還維持在這一個支撐之上 06:35,量縮價穩 06:36,這就是叫做量縮價穩 06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 06:46,它至少是量縮然後在這個支撐之上的 06:49,是一個好的進",auto,,
ch2-4.txt,134,"07:02,這邊也是出了大量",,,,大量,"06:21,好 下一個一樣 06:23,攻擊紅K之後 06:24,理想 量縮 06:25,攻擊紅K出現了 06:27,再來量縮 這邊已經縮到一個不行 06:30,但是還維持在這一個支撐之上 06:35,量縮價穩 06:36,這就是叫做量縮價穩 06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 06:46,它至少是量縮然後在這個支撐之上的 06:49,是一個好的進場條件 06:52,再來",auto,,
ch2-4.txt,136,"07:06,每一根大量 你把每一根大量",,,,大量,"06:24,理想 量縮 06:25,攻擊紅K出現了 06:27,再來量縮 這邊已經縮到一個不行 06:30,但是還維持在這一個支撐之上 06:35,量縮價穩 06:36,這就是叫做量縮價穩 06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 06:46,它至少是量縮然後在這個支撐之上的 06:49,是一個好的進場條件 06:52,再來大量低點為股價的支撐 06:57,我們看一下 06:5",auto,,
ch2-4.txt,138,"07:10,這邊也算是出量 也畫起來",,,,出量,"06:27,再來量縮 這邊已經縮到一個不行 06:30,但是還維持在這一個支撐之上 06:35,量縮價穩 06:36,這就是叫做量縮價穩 06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 06:46,它至少是量縮然後在這個支撐之上的 06:49,是一個好的進場條件 06:52,再來大量低點為股價的支撐 06:57,我們看一下 06:59,來 這邊出了大量 07:02,這邊也是出了大量 ",auto,,
ch2-4.txt,139,"07:13,後續股價都會守住這個大量的低點",,,,大量,"06:30,但是還維持在這一個支撐之上 06:35,量縮價穩 06:36,這就是叫做量縮價穩 06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 06:46,它至少是量縮然後在這個支撐之上的 06:49,是一個好的進場條件 06:52,再來大量低點為股價的支撐 06:57,我們看一下 06:59,來 這邊出了大量 07:02,這邊也是出了大量 07:04,畫一下 07:06,每一根大量 ",auto,,
ch2-4.txt,142,"07:20,這根出量 守住",,,,出量,"06:39,它沒有量縮然後直接 06:41,把這個缺口給跌破 06:46,它至少是量縮然後在這個支撐之上的 06:49,是一個好的進場條件 06:52,再來大量低點為股價的支撐 06:57,我們看一下 06:59,來 這邊出了大量 07:02,這邊也是出了大量 07:04,畫一下 07:06,每一根大量 你把每一根大量 07:09,低點都畫起來 07:10,這邊也算是出量 也畫起來 07:13,後",auto,,
ch2-4.txt,149,"07:35,這個大量 對不對",,,,大量,"07:02,這邊也是出了大量 07:04,畫一下 07:06,每一根大量 你把每一根大量 07:09,低點都畫起來 07:10,這邊也算是出量 也畫起來 07:13,後續股價都會守住這個大量的低點 07:16,這邊也是突出的量 對不對 07:18,守住 再來 07:20,這根出量 守住 07:23,懂嗎 同學們 07:25,你現在學到這邊已經有蠻多的 07:28,判斷支撐的方式了 07:30,我們",auto,,
ch2-4.txt,162,"08:04,價漲 然後這邊全部都是成交量 爆出來",,,,爆出,"07:32,第二個講的是缺口 07:33,第三個是講什麼 07:35,這個大量 對不對 07:36,要了解 我們記得 07:38,我們要把學的東西開始融合在一起 07:42,OK 下一個 07:44,健康的量價關係 07:45,價漲量增 價跌量縮 07:48,每次的 07:50,這個是後續 07:51,我們先看這邊 07:52,一開始價漲量增 下面是成交量 07:58,價跌要搭配量縮 08:02,",auto,,
ch2-4.txt,169,"08:31,整理量縮 攻擊量增",,,,攻擊量,"07:45,價漲量增 價跌量縮 07:48,每次的 07:50,這個是後續 07:51,我們先看這邊 07:52,一開始價漲量增 下面是成交量 07:58,價跌要搭配量縮 08:02,價漲量增 08:03,價跌量縮 08:04,價漲 然後這邊全部都是成交量 爆出來 08:08,價跌的話 08:11,價跌伴隨量縮 08:15,價漲這邊價漲伴隨量增 08:20,這邊都是在橫盤的整理  08:24,橫盤",auto,,
ch2-4.txt,172,"08:37,這邊每次的大量黑K",,,,大量,"07:51,我們先看這邊 07:52,一開始價漲量增 下面是成交量 07:58,價跌要搭配量縮 08:02,價漲量增 08:03,價跌量縮 08:04,價漲 然後這邊全部都是成交量 爆出來 08:08,價跌的話 08:11,價跌伴隨量縮 08:15,價漲這邊價漲伴隨量增 08:20,這邊都是在橫盤的整理  08:24,橫盤整理的時候 量縮 08:27,紅K拉出來 攻擊的時候 量增 08:31,整理",auto,,
ch2-4.txt,174,"08:43,因為只要股價跌破大量黑K的低點",,,,大量,"07:58,價跌要搭配量縮 08:02,價漲量增 08:03,價跌量縮 08:04,價漲 然後這邊全部都是成交量 爆出來 08:08,價跌的話 08:11,價跌伴隨量縮 08:15,價漲這邊價漲伴隨量增 08:20,這邊都是在橫盤的整理  08:24,橫盤整理的時候 量縮 08:27,紅K拉出來 攻擊的時候 量增 08:31,整理量縮 攻擊量增 08:33,整理量縮 08:35,直到怎麼樣 08:",auto,,
ch2-4.txt,178,"08:54,大量的黑K",,,,大量,"08:08,價跌的話 08:11,價跌伴隨量縮 08:15,價漲這邊價漲伴隨量增 08:20,這邊都是在橫盤的整理  08:24,橫盤整理的時候 量縮 08:27,紅K拉出來 攻擊的時候 量增 08:31,整理量縮 攻擊量增 08:33,整理量縮 08:35,直到怎麼樣 08:37,這邊每次的大量黑K 08:41,都會需要謹慎視之 08:43,因為只要股價跌破大量黑K的低點 08:46,高機率做長",auto,,
ch2-4.txt,179,"08:58,然後後續找黑K的 有沒有大量的",,,,大量,"08:11,價跌伴隨量縮 08:15,價漲這邊價漲伴隨量增 08:20,這邊都是在橫盤的整理  08:24,橫盤整理的時候 量縮 08:27,紅K拉出來 攻擊的時候 量增 08:31,整理量縮 攻擊量增 08:33,整理量縮 08:35,直到怎麼樣 08:37,這邊每次的大量黑K 08:41,都會需要謹慎視之 08:43,因為只要股價跌破大量黑K的低點 08:46,高機率做長時間整理 甚至下跌 0",auto,,
ch2-4.txt,182,"09:08,這邊確定是大量 對不對",,,,大量,"08:24,橫盤整理的時候 量縮 08:27,紅K拉出來 攻擊的時候 量增 08:31,整理量縮 攻擊量增 08:33,整理量縮 08:35,直到怎麼樣 08:37,這邊每次的大量黑K 08:41,都會需要謹慎視之 08:43,因為只要股價跌破大量黑K的低點 08:46,高機率做長時間整理 甚至下跌 08:49,來 這邊有出現一個 08:52,有沒有 這邊出現了一個 08:54,大量的黑K 08:",auto,,
ch2-4.txt,190,"09:31,本節重點 當股價跌破大量K棒",,,,大量,"08:46,高機率做長時間整理 甚至下跌 08:49,來 這邊有出現一個 08:52,有沒有 這邊出現了一個 08:54,大量的黑K 08:58,然後後續找黑K的 有沒有大量的 09:02,好 這邊我勉強算一下 好不好 09:05,沒關係我們還是把它帶起來 沒有破 09:08,這邊確定是大量 對不對 09:10,非常明確  09:11,畫過來 不能跌破這個位置 09:17,下一個 09:18,來 ",auto,,
ch2-4.txt,193,"09:45,大量低點在這邊",,,,大量,"08:54,大量的黑K 08:58,然後後續找黑K的 有沒有大量的 09:02,好 這邊我勉強算一下 好不好 09:05,沒關係我們還是把它帶起來 沒有破 09:08,這邊確定是大量 對不對 09:10,非常明確  09:11,畫過來 不能跌破這個位置 09:17,下一個 09:18,來 你有沒有發現 09:20,剛剛在這個地方 這一條 09:23,後面跌破 所以我們必須要在這一根離場 09:29",auto,,
ch2-4.txt,198,"09:56,且收盤價站上大量K棒的高點",,,,大量,"09:10,非常明確  09:11,畫過來 不能跌破這個位置 09:17,下一個 09:18,來 你有沒有發現 09:20,剛剛在這個地方 這一條 09:23,後面跌破 所以我們必須要在這一根離場 09:29,我們看一下 09:31,本節重點 當股價跌破大量K棒 09:36,尤其是黑K的低點 09:38,日後每當漲到這一個位置 09:45,大量低點在這邊 09:46,漲到這個位置 09:48,都會",auto,,
ch2-4.txt,202,"10:09,跌破了大量的K棒 黑K",,,,大量,"09:20,剛剛在這個地方 這一條 09:23,後面跌破 所以我們必須要在這一根離場 09:29,我們看一下 09:31,本節重點 當股價跌破大量K棒 09:36,尤其是黑K的低點 09:38,日後每當漲到這一個位置 09:45,大量低點在這邊 09:46,漲到這個位置 09:48,都會有強大的賣壓 09:50,都不會是你一個進場的一個條件 09:52,懂嗎 後續會需要更大的量 09:56,且收盤",auto,,
ch2-4.txt,208,"10:26,我會等到這一根大量的高點紅線突破",,,,大量,"09:45,大量低點在這邊 09:46,漲到這個位置 09:48,都會有強大的賣壓 09:50,都不會是你一個進場的一個條件 09:52,懂嗎 後續會需要更大的量 09:56,且收盤價站上大量K棒的高點 09:59,才會視為多方的強勢訊號 也才會有進場的理由 10:03,同學們 我來跟你解釋一下這句話的意思 10:07,我們持有一檔標的的時候 10:09,跌破了大量的K棒 黑K 10:12,不管黑",auto,,
ch2-4.txt,221,"11:03,大量的這個黑K的高點",,,,大量,"10:21,轉強 比較穩健一點的話 10:24,比較穩健一點的話 10:26,我會等到這一根大量的高點紅線突破 10:32,站上 不要說突破 我們說站上 10:37,站上 我們才會有進場的理由 10:40,我不會等到 10:42,應該說 10:44,要看情況 10:45,但是我大部分的時間 10:47,不會在這一個黑K的低點去做釋單 10:51,去做進場 10:52,了解我意思嗎 10:53,我會",auto,,
ch2-4.txt,243,"11:56,當股價帶量站上大量高點之後",,,,大量,"11:20,你確認 11:21,你先判斷第一件事情 11:25,股價有沒有轉強 11:28,你要先有能力去判斷股價轉強還是轉弱 11:33,這是第一件事情 11:34,第二件事情 11:36,轉強我們才會做進場 11:39,轉強我們才會進場 11:40,所以你要進場之前 你要有能力先判斷它轉強 11:43,沒有錯吧 這邏輯沒有錯 對不對 11:46,了解我意思嗎 11:47,這個就是 11:48,",auto,,
ch2-4.txt,244,"12:00,大量高點為第一支撐",,,,大量,"11:21,你先判斷第一件事情 11:25,股價有沒有轉強 11:28,你要先有能力去判斷股價轉強還是轉弱 11:33,這是第一件事情 11:34,第二件事情 11:36,轉強我們才會做進場 11:39,轉強我們才會進場 11:40,所以你要進場之前 你要有能力先判斷它轉強 11:43,沒有錯吧 這邏輯沒有錯 對不對 11:46,了解我意思嗎 11:47,這個就是 11:48,主力大這邊要教你的一",auto,,
ch2-4.txt,245,"12:02,大量低點則為第二支撐",,,,大量,"11:25,股價有沒有轉強 11:28,你要先有能力去判斷股價轉強還是轉弱 11:33,這是第一件事情 11:34,第二件事情 11:36,轉強我們才會做進場 11:39,轉強我們才會進場 11:40,所以你要進場之前 你要有能力先判斷它轉強 11:43,沒有錯吧 這邏輯沒有錯 對不對 11:46,了解我意思嗎 11:47,這個就是 11:48,主力大這邊要教你的一個判斷的方式 11:52,OK ",auto,,
ch2-4.txt,248,"12:09,股價站上大量高點 對不對",,,,大量,"11:34,第二件事情 11:36,轉強我們才會做進場 11:39,轉強我們才會進場 11:40,所以你要進場之前 你要有能力先判斷它轉強 11:43,沒有錯吧 這邏輯沒有錯 對不對 11:46,了解我意思嗎 11:47,這個就是 11:48,主力大這邊要教你的一個判斷的方式 11:52,OK 11:53,好 下一個 11:56,當股價帶量站上大量高點之後 12:00,大量高點為第一支撐 12:0",auto,,
ch2-4.txt,250,"12:14,這邊是一個大量",,,,大量,"11:39,轉強我們才會進場 11:40,所以你要進場之前 你要有能力先判斷它轉強 11:43,沒有錯吧 這邏輯沒有錯 對不對 11:46,了解我意思嗎 11:47,這個就是 11:48,主力大這邊要教你的一個判斷的方式 11:52,OK 11:53,好 下一個 11:56,當股價帶量站上大量高點之後 12:00,大量高點為第一支撐 12:02,大量低點則為第二支撐 12:05,好 什麼意思 12",auto,,
ch2-4.txt,251,"12:19,這邊有一個大量高點",,,,大量,"11:40,所以你要進場之前 你要有能力先判斷它轉強 11:43,沒有錯吧 這邏輯沒有錯 對不對 11:46,了解我意思嗎 11:47,這個就是 11:48,主力大這邊要教你的一個判斷的方式 11:52,OK 11:53,好 下一個 11:56,當股價帶量站上大量高點之後 12:00,大量高點為第一支撐 12:02,大量低點則為第二支撐 12:05,好 什麼意思 12:07,我跟各位說明一下 12",auto,,
